split	genre	dataset	year	sid	score	sentence1	sentence2
dev	main-news	MSRpar	2012test	0277	5.000	Laporan tersebut menunjukkan bahwa obat-obatan yang dijual di apotek Kanada diproduksi di fasilitas yang disetujui oleh Health Canada – mitra FDA di Kanada.	Laporan tersebut menunjukkan bahwa obat-obatan yang dijual di apotek Kanada diproduksi di fasilitas yang disetujui oleh Health Canada, yang memiliki peran serupa dengan FDA untuk pemerintah Kanada.
dev	main-news	MSRpar	2012test	0288	5.000	Siapa yang akan menggantikan Tuan O'Neill di Hyundai masih belum jelas.	Tidak ada penerus yang jelas untuk Tuan O'Neill di Hyundai.
dev	main-news	MSRpar	2012test	0299	3.200	Berdasarkan Konstitusi AS, dewan Kongres lainnya, Dewan Perwakilan Rakyat, tidak memberikan suara pada aliansi asing.	Dewan Perwakilan Rakyat AS, badan lain di Kongres, tidak melakukan pemungutan suara terhadap perjanjian-perjanjian tersebut.
dev	main-news	MSRpar	2012test	0301	2.200	Komisi Sekuritas dan Bursa juga telah memulai penyelidikan informal terhadap Coke.	Investigasi federal tersebut terpisah dari penyelidikan informal yang dilakukan oleh Komisi Sekuritas dan Bursa.
dev	main-news	MSRpar	2012test	0308	3.250	Lee Janzen, yang berada di puncak papan peringkat dengan lima lubang tersisa, menyelesaikan dengan 68 dan berada di urutan keenam.	Lee Janzen, yang berada di puncak papan peringkat dengan lima lubang tersisa, menyelesaikan dengan 68 untuk menduduki posisi keenam dengan Bob Crane (67) pada 269.
dev	main-news	MSRpar	2012test	0309	3.750	Tenet telah diawasi sejak November, ketika mantan Kepala Eksekutif Jeffrey Barbakow mengatakan perusahaannya menggunakan penetapan harga yang agresif untuk memicu pembayaran yang lebih tinggi bagi pasien Medicare yang paling sakit.	Pada bulan November, Jeffrey Brabakow, kepala eksekutif saat itu, mengatakan perusahaan menggunakan penetapan harga yang agresif untuk mendapatkan pembayaran yang lebih tinggi bagi pasien Medicare yang paling sakit.
dev	main-news	MSRpar	2012test	0327	3.200	Dotson ditangkap Senin di negara asalnya, Maryland, dan didakwa melakukan pembunuhan.	Dotson, 21, kemudian didakwa dengan pembunuhan Dennehy.
dev	main-news	MSRpar	2012test	0328	4.400	Bank tersebut juga mengatakan bahwa tawarannya tunduk pada persetujuan bank senior Drax, pemegang obligasi senior dan bank lindung nilai pada tanggal 30 September 2003.	Penawaran tersebut juga bergantung pada penandatanganan perjanjian Goldman dengan bank-bank senior Drax, pemegang obligasi senior, dan bank-bank lindung nilai paling lambat tanggal 30 September, katanya.
dev	main-news	MSRpar	2012test	0341	2.600	Mereka sudah berada di toko selama lebih dari enam minggu, kata Carney.	"""Koran triwulanan biasanya bertahan di toko selama enam hingga delapan minggu,"" tambah Carney."
dev	main-news	MSRpar	2012test	0346	3.500	Perusahaan perangkat lunak terbesar di dunia ini mengatakan bahwa mereka menyadari kesulitan yang ditimbulkan oleh berbagai patch bagi perusahaan, dan berupaya untuk mempermudah mereka menerapkan pembaruan tersebut.	Perusahaan perangkat lunak terbesar di dunia mengatakan pihaknya menyadari kesulitan yang ditimbulkan oleh banyaknya perbaikan yang dialami perusahaan yang mencoba menerapkannya.
dev	main-news	MSRpar	2012test	0347	3.750	Namun penurunan harga masih di bawah 30 persen, dari tahun ke tahun, selama dua kuartal terakhir, kata analis IDC John McArthur.	McArthur mengatakan kepada internetnews.com bahwa penurunan harga sudah moderat dan tetap di bawah 30 persen dari tahun sebelumnya selama dua kuartal terakhir.
dev	main-news	MSRpar	2012test	0348	3.500	Putin memuji Arab Saudi sebagai ``salah satu negara Muslim terpenting.	Sebelum pertemuan tersebut, Putin mengatakan Rusia menganggap Arab Saudi sebagai negara Muslim utama.
dev	main-news	MSRpar	2012test	0356	4.250	Pengadilan banding di seluruh negeri telah mengeluarkan keputusan yang berbeda mengenai masalah ini, mengizinkan Sepuluh Perintah Allah ditampilkan di depan umum dalam beberapa kasus dan melarangnya dalam kasus lain.	Pengadilan di tingkat yang lebih rendah telah terpecah belah dalam masalah ini, sehingga memperbolehkan penggambaran Sepuluh Perintah Allah dalam beberapa kasus dan tidak pada kasus lainnya.
dev	main-news	MSRpar	2012test	0361	2.400	Dia ditangkap Selasa malam di toko ban barat laut Atlanta setelah perburuan nasional.	Dia ditangkap di Atlanta, Georgia, pada Senin malam oleh polisi yang bertindak berdasarkan informasi.
dev	main-news	MSRpar	2012test	0366	3.250	Upaya tersebut merupakan upaya terbaru pemerintahan Bush untuk memperluas peran organisasi keagamaan dalam layanan pemerintah.	10 Juli - Upaya terbaru pemerintahan Bush untuk memperluas peran organisasi keagamaan dalam pelayanan pemerintah melibatkan kelompok pemuda berbasis gereja dalam program anti-narkoba.
dev	main-news	MSRpar	2012test	0372	3.800	Saham tersebut mewakili lebih dari setengah dari 115,9 juta saham yang dimiliki Turner pada akhir April, menurut data Bloomberg.	Penjualan tersebut mewakili sekitar 52 persen dari 115,9 juta saham yang dimiliki Turner pada akhir April.
dev	main-news	MSRpar	2012test	0378	3.400	"Sirius membawakan Radio Publik Nasional, meskipun tidak menyertakan acara populer seperti ""Semua Hal Dianggap"" dan ""Edisi Pagi""."	Sirius baru-baru ini mulai membawakan National Public Radio, sebuah kesepakatan yang ditolak oleh XM karena tidak mencakup acara populer seperti All Things Pertimbangkan dan Edisi Pagi.
dev	main-news	MSRpar	2012test	0391	3.500	Mahmud mengontrol akses ke Saddam untuk semua orang kecuali anggota keluarga dekatnya, kata pejabat Pentagon.	Mahmud mengontrol akses ke Saddam dan sering berada di sisinya.
dev	main-news	MSRpar	2012test	0401	2.400	Menurut Sensus tahun 2000, populasi Hispanik atau Latino Long Beach tercatat sebesar 35,8 persen.	Menurut Biro Sensus, populasi Hispanik meningkat sebesar 9,8 persen dari angka sensus April 2000.
dev	main-news	MSRpar	2012test	0403	3.800	Aktor Noah Wyle, yang berperan sebagai Dr. John Carter sejak pertunjukan dimulai pada tahun 1994, memperpanjang kontraknya dengan pertunjukan tersebut hingga musim 2004-2005.	Noah Wyle, yang berperan sebagai Dr. John Carter sejak serial tersebut diluncurkan pada tahun 1994, telah menandatangani perpanjangan satu tahun untuk kontraknya dengan produser Warner Bros. TV.
dev	main-news	MSRpar	2012test	0405	3.800	WHO mengatakan kasus terbaru ini tidak sesuai dengan profil SARS-nya dan bukan merupakan masalah kesehatan masyarakat.	WHO mengatakan kasus di Singapura tidak sesuai dengan profil SARS-nya dan “bukan merupakan masalah kesehatan masyarakat internasional.”
dev	main-news	MSRpar	2012test	0422	4.000	Pasukan AS membunuh hampir dua lusin tersangka militan Taliban setelah mendapat serangan di Afghanistan selatan dalam serangkaian serangan terbaru.	Tentara AS membunuh sekitar dua lusin tersangka militan Taliban di Afghanistan selatan setelah konvoi mereka diserang, kata militer pada Minggu.
dev	main-news	MSRpar	2012test	0428	3.400	Hal itu muncul di layar radar pribadinya seminggu terakhir ini, saya telah menyampaikan pendapat saya kepadanya dan dia cukup mendukung,” katanya.	"Hal itu muncul di layar radar pribadinya dalam seminggu terakhir, dan saya harus menyampaikan pendapat saya.
dev main-news MSRpar 2012test 0450 3.250 Seorang mantan calon gubernur New York, ia menyebut dirinya sebagai pendukung tata kelola perusahaan yang lebih baik.	McCall, yang gagal mencalonkan diri sebagai gubernur New York pada tahun 2002, menyebut dirinya sebagai pendukung tata kelola perusahaan yang lebih baik.
dev berita utama MSRpar 2012test 0454 4.600 Agen FBI menangkap mantan mitra firma akuntansi Big Four Ernst & Young ERNY.UL atas tuduhan pidana menghalangi penyelidikan federal, kata pejabat AS pada hari Kamis.	Mantan mitra firma akuntansi Ernst & Young kemarin ditangkap oleh agen FBI di AS atas tuduhan menghalangi penyelidikan federal.
dev main-news MSRpar 2012test 0459 3.714 Yeager mengatakan tersangka serangan Target menunjukkan kecenderungan untuk menjadi pelaku sebelumnya.	Yeager mengatakan insiden tersebut tampaknya terisolasi, namun tersangka menunjukkan kecenderungan sebagai pelaku sebelumnya.
dev main-news MSRpar 2012test 0464 3,333 Obligasi 30 tahun US30YT=RR turun pada 14/32 dengan imbal hasil 4,26 persen dari 4,23 persen.	Obligasi 30 tahun US30YT=RR kehilangan 16/32, menjadikan imbal hasil (yield) menjadi 4,20 persen dari 4,18 persen.
dev main-news MSRpar 2012test 0478 3.400 Kalau bukan Demokrat, saya pasti salah rapat,” ujarnya."
dev	main-news	MSRpar	2012test	0480	2.800	"Ini merupakan kemenangan besar bagi Maine, dan merupakan kemenangan besar bagi negara bagian lainnya.	Program Maine bisa menjadi model bagi negara bagian lain.
dev berita utama MSRpar 2012test 0483 3.000 Jet Embraer dijadwalkan akan dikirim pada bulan September 2006. Pesawat Bombardier dan Embraer akan dikirim ke U.S. Airways pada bulan September 2006.
dev main-news MSRpar 2012test 0488 3.000 Bisa dibilang saya dipaksa diasingkan oleh negara adidaya dunia,"" katanya."	Saya dipaksa mengasingkan diri oleh negara adidaya di dunia, kata Taylor dalam pidato yang direkam di rumahnya.
dev	main-news	MSRpar	2012test	0490	3.750	Campbell mengakui bahwa para penyelidik telah dengan cermat memeriksa hampir setiap aspek urusan pribadi dan keuangan Campbell.	Penyelidik terus menyelidiki hampir setiap aspek urusan pribadi dan keuangan Campbell, kata mantan walikota tersebut.
dev	main-news	MSRpar	2012test	0496	4.400	Pendapatan naik menjadi $616,5 juta dari $610,6 juta tahun sebelumnya.	Pendapatan meningkat sedikit, dari $610,6 juta menjadi $616,5 juta.
dev	main-news	MSRpar	2012test	0497	1.000	Indeks Standard & Poor's 500 <.SPX> naik 8,79 poin, atau 0,96 persen, menjadi 929,06.	Indeks Komposit Nasdaq <.IXIC> yang berbasis teknologi melonjak 26 poin, atau 1,78 persen, menjadi 1.516.
dev	main-news	MSRpar	2012test	0499	2.800	Baik direktur atletik Iowa State Bruce Van De Velde maupun Morgan tidak dapat dihubungi untuk memberikan komentar.	Direktur atletik Iowa State Bruce Van de Velde tidak mengonfirmasi tawaran yang diberikan kepada Lebo.
dev	main-news	MSRpar	2012test	0501	3.250	Elang jantan ditemukan oleh penjaga kebun binatang pada Kamis pagi, menderita luka tusuk parah di perutnya.	Elang berusia 21 tahun, yang ditemukan oleh penjaga kebun binatang pada Kamis pagi, mengalami luka tusuk parah di perut dan punggungnya, kata juru bicara Julie Mason.
dev	main-news	MSRpar	2012test	0502	1.750	Agnew mengatakan Pinellas mulai melakukan pengumpan ketika kasus rabies “meningkat dari nol menjadi 30” pada tahun 1995.	Namun, kasus rabies Pinella turun tajam menjadi 17 pada tahun 1996 dan 3 pada tahun 1997, kata Agnew.
dev	main-news	MSRpar	2012test	0503	1.750	Marc Garber, pengacara Whitley, punya pandangan berbeda.	"Pengacara Whitley, Marc Garber, menyebut putusan itu sebagai ""kemenangan besar."""
dev	main-news	MSRpar	2012test	0504	5.000	Saham BioReliance ditutup turun 2 sen kemarin pada $47,98 per saham.	Saham BioReliance dijual pada harga $47,98 pada penutupan pasar kemarin, turun 2 sen.
dev	main-news	MSRpar	2012test	0505	3.600	Hanya lima bulan yang lalu, Dean berkomitmen untuk menerima uang pembayar pajak dan bersumpah untuk menyerang Demokrat mana pun yang tidak menerimanya.	Lima bulan yang lalu, Dean berkomitmen untuk menerima uang pembayar pajak dan batasan pengeluaran yang menyertainya dan bersumpah untuk menyerang Partai Demokrat mana pun yang tidak menerima uang tersebut.
dev	main-news	MSRpar	2012test	0512	3.000	Para artis khawatir rencana tersebut akan merugikan mereka yang paling membutuhkan bantuan, yaitu para artis yang mengalami kesulitan dalam mengantre pertunjukan.	Para seniman mengatakan rencana itu akan merusak budaya Perancis dan menghukum mereka yang paling membutuhkan bantuan, yaitu para artis yang kesulitan mengatur pekerjaan.
dev	main-news	MSRpar	2012test	0526	2.800	Atas permintaannya, dia akan ditugaskan kembali di distrik tersebut.	Inspektur Distrik J. Chester Floyd mengatakan kepada wartawan hari Senin bahwa McCrackin akan ditugaskan kembali di distrik tersebut.
dev	main-news	MSRpar	2012test	0528	3.600	Pengadilan banding federal pada hari Selasa memutuskan bahwa pemerintah bebas untuk menyembunyikan nama lebih dari 700 orang yang ditahan setelah peristiwa 11 September 2001.	Pengadilan banding federal pada hari Selasa memutuskan bahwa pemerintah AS dapat menyembunyikan nama-nama orang yang ditahan sebagai bagian dari penyelidikan 11 September, sehingga membatalkan keputusan pengadilan yang lebih rendah.
dev	main-news	MSRpar	2012test	0535	3.000	Saat itu sekitar jam 4 pagi pada tanggal 18 Maret, hanya beberapa jam sebelum rudal tepat sasaran pertama menghujani ibu kota.	Penyitaan terjadi pada jam 4 pagi tanggal 18 Maret, hanya beberapa jam sebelum serangan udara Amerika yang pertama.
dev	main-news	MSRpar	2012test	0538	1.000	Indeks Komposit Nasdaq berbasis teknologi <.IXIC> naik 7,42 poin, atau 0,45 persen, pada 1,653.44.	Indeks Standard & Poor's 500 .SPX lebih rendah 0,46 poin, atau 0,05 persen, pada 997,02.
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  dev	main-news	MSRpar	2012train	0037	3.500	Dia membiarkan dua run dalam tujuh inning dan melakukan enam pukulan.	Zambrano melakukan tujuh inning dan membiarkan dua run dalam lima pukulan dan empat walk.
dev	main-news	MSRpar	2012train	0038	3.000	"Meski begitu, dia berkata, ""Saya sangat yakin kita akan memiliki rancangan undang-undang."""	Saya sangat yakin kita akan mendapatkan RUU, kata Frist, R-Tenn., Kamis.
dev	main-news	MSRpar	2012train	0041	1.667	Secara nasional, Pusat Pengendalian dan Pencegahan Penyakit federal mencatat 4.156 kasus West Nile, termasuk 284 kematian.	Ada 293 kasus West Nile pada manusia di Indiana pada tahun 2002, termasuk 11 kematian di seluruh negara bagian.
dev	main-news	MSRpar	2012train	0052	3.750	Pada hari Kamis, sebuah artikel di Washington Post berpendapat bahwa pemotongan suku bunga The Fed sebesar 50 basis poin lebih mungkin terjadi, bertentangan dengan pernyataan Wall Street Journal.	Pada hari Kamis, sebuah artikel Post berpendapat bahwa pemotongan suku bunga The Fed sebesar 50 basis poin lebih mungkin terjadi.
dev	main-news	MSRpar	2012train	0053	2.250	Tn. Heatley, yang menderita patah rahang dan ligamen lutut robek, menghadapi beberapa tuntutan.	Heatley menjalani operasi pada hari Sabtu karena patah rahang dan MRI menemukan dua ligamen robek di lutut kanannya.
dev	main-news	MSRpar	2012train	0062	4.200	Mantan kepala keuangan perusahaan Franklyn M. Bergonzi mengaku bersalah atas satu tuduhan konspirasi pada tanggal 5 Juni dan setuju untuk bekerja sama dengan jaksa.	Pekan lalu, mantan kepala keuangan Franklyn Bergonzi mengaku bersalah atas satu tuduhan konspirasi dan setuju untuk bekerja sama dalam penyelidikan pemerintah.
dev	main-news	MSRpar	2012train	0076	3.600	Hakim Distrik AS Edmund Sargus memutuskan bahwa perusahaan yang berbasis di Akron seharusnya menetapkan bahwa perubahan di salah satu pabriknya akan meningkatkan emisi polusi secara keseluruhan.	FirstEnergy Corp. seharusnya menetapkan bahwa memodernisasi salah satu pabriknya akan meningkatkan emisi polusi secara keseluruhan, Hakim Distrik AS Edmund Sargus memutuskan pada hari Kamis.
dev	main-news	MSRpar	2012train	0079	3.400	"Mr Pollard mengatakan: ""Ini adalah tragedi pribadi yang mengerikan dan pukulan mengejutkan bagi keluarga James."	"Nick Pollard, kepala Sky News mengatakan: ""Ini merupakan pukulan mengejutkan bagi keluarga James."
dev	main-news	MSRpar	2012train	0082	3.000	Mereka terlempar seperti bulu, kata Gordon.	Penghalang beton (antar jalur) diombang-ambingkan seperti bulu.
dev	main-news	MSRpar	2012train	0084	3.250	TI adalah satu-satunya kendaraan yang mampu bersaing dengan negara-negara maju, kata Barrett.	TI adalah satu-satunya sarana bagi negara-negara maju untuk mampu bersaing dengan negara-negara dengan pertumbuhan pesat seperti Tiongkok dan India, kata Barrett.
dev	main-news	MSRpar	2012train	0092	3.600	Sistem baru ini berharga antara $1,1 juta dan $22 juta, tergantung konfigurasinya.	Sistem ini dibanderol mulai dari US$1,1 juta hingga $22,4 juta, tergantung pada konfigurasinya.
dev	main-news	MSRpar	2012train	0097	3.000	Router ini akan tersedia pada kuartal pertama tahun 2004 dan akan berharga sekitar $200, kata perusahaan itu.	Netgear memberi harga pada WGT634U Super Wireless Media Router, yang akan tersedia pada kuartal pertama tahun 2004, dengan harga di bawah $200.
dev	main-news	MSRpar	2012train	0101	1.750	Pada hari Senin, seperti yang pertama kali dilaporkan oleh CNET News.com, RIAA mencabut pemberitahuan DMCA kepada departemen astronomi dan astrofisika Universitas Penn State.	Kamis lalu, RIAA mengirimkan peringatan keras hak cipta kepada departemen astronomi dan astrofisika Penn State.
dev	main-news	MSRpar	2012train	0103	3.250	Petugas kesehatan pertama di negara tersebut yang meninggal karena SARS adalah seorang warga Filipina-Kanada yang tertular penyakit tersebut di Rumah Sakit Umum North York, tempat wabah kedua terjadi.	Emile Laroza, 51, tertular SARS saat bekerja sebagai perawat di Rumah Sakit Umum North York, pusat wabah SARS kedua.
dev	main-news	MSRpar	2012train	0109	4.400	Saya tidak akan mensponsorinya karena ini bukan usulan kami, tapi saya tidak akan bersikap negatif terhadapnya.	Saya tidak akan mensponsorinya karena itu bukan usulan kami, tapi saya tidak akan menanggapinya secara negatif, katanya.
dev	main-news	MSRpar	2012train	0118	2.800	Dixon sebaliknya menjadi kelas lapangan di Pikes Peak International Raceway.	Scott Dixon akhirnya membuat kemenangan Honda Indy 225 terlihat mudah pada hari Minggu di Pikes Peak International Raceway.
dev	main-news	MSRpar	2012train	0122	2.750	Pada Minggu malam, api telah menghanguskan 277.000 hektar lahan yang berjarak ratusan mil.	Kebakaran besar telah menghanguskan 264.000 hektar pada dini hari tadi malam.
dev	main-news	MSRpar	2012train	0126	3.000	Pasukan AS menyerang puluhan sasaran pada hari Senin, menewaskan enam gerilyawan dan menangkap 21 lainnya, kata militer.	Pasukan AS menyerang puluhan sasaran pada hari Senin, menewaskan enam gerilyawan dan menangkap 99 lainnya dalam 1.729 patroli dan 25 penggerebekan yang dilakukan selama 24 jam.
dev	main-news	MSRpar	2012train	0131	3.600	"Mereka tetap datang meskipun BA menyebutnya sebagai ""kuartal yang sulit"", yang menurut BA mencakup aksi industri tidak resmi di Heathrow."	BA mengatakan kuartal kedua, yang mencakup aksi industri tidak resmi di Heathrow, merupakan kuartal yang sulit.
dev	main-news	MSRpar	2012train	0135	3.000	Penulis adalah salah satu dari beberapa ahli pertahanan yang diperkirakan akan memberikan kesaksian.	Spitz diperkirakan akan bersaksi nanti untuk pembela.
dev	main-news	MSRpar	2012train	0139	2.000	Harga obligasi dua tahun US2YT=RR turun 5/32, sehingga menghasilkan imbal hasil (yield) menjadi 1,23 persen dari 1,16 persen pada akhir Senin.	Obligasi obligasi 10-tahun US10YT=RR kehilangan harga 32/11, menjadikan imbal hasil (yield) menjadi 3,21 persen dari 3,17 persen pada akhir Senin.
dev	main-news	MSRpar	2012train	0140	3.000	Sebagai bagian dari restrukturisasi, Peregrine menjual unit perangkat lunak meja bantuan Remedy tahun lalu ke BMC Software Inc.	Peregrine menjual unit bisnis Remedy-nya ke BMC Software pada bulan November seharga $355 juta.
dev	main-news	MSRpar	2012train	0146	4.400	Bagian dari perjanjian tersebut adalah penerapan dewan kesehatan khusus yang akan memantau pengeluaran kesehatan dan kemajuan dalam reformasi sistem kesehatan.	Bagian penting dari perjanjian ini adalah penerapan dewan khusus untuk memantau pengeluaran kesehatan, menetapkan tujuan sistem dan mengukur kemajuan dalam reformasi layanan kesehatan.
dev	main-news	MSRpar	2012train	0148	2.400	Saham BA turun 1,5 persen menjadi 168 pence pada 1420 GMT, turun dari level terendah 164p, di pasar London secara keseluruhan yang sedikit lebih kuat.	Saham BA turun tiga persen menjadi 165-1/4 pence pada 09.33 GMT, turun dari level terendah 164 pence, di tengah penguatan pasar.
dev	main-news	MSRpar	2012train	0151	4.400	Kedua perusahaan tersebut, Chiron dan Aventis Pasteur, bersama-sama memproduksi sekitar 80 juta dosis vaksin yang disuntikkan, yang biasanya cukup untuk memenuhi permintaan AS.	Chiron dan Aventis Pasteur bersama-sama membuat sekitar 80 juta dosis, biasanya cukup untuk memenuhi permintaan AS, The Associated Press melaporkan.
dev	main-news	MSRpar	2012train	0154	4.400	Penyelidik menemukan pecahan tulang berukuran 4 inci dari bawah lempengan beton pada hari Kamis, namun ternyata itu adalah tulang binatang, kata pihak berwenang.	Penyelidik menemukan pecahan tulang berukuran 4 inci pada Kamis malam, namun pihak berwenang mengatakan itu berasal dari binatang.
dev	main-news	MSRpar	2012train	0155	2.600	Bergabung dengan Stern dan McEntee di atas panggung adalah Presiden Persatuan Pelukis Internasional dan Perdagangan Sekutu James Williams.	Persatuan Pelukis Internasional dan Perdagangan Sekutu mendukung Mr Dean beberapa minggu lalu.
dev	main-news	MSRpar	2012train	0166	3.000	Perusahaan Winston-Salem, North Carolina membuka enam toko selama kuartal tersebut, sehingga totalnya menjadi 282.	Enam toko Krispy Kreme baru dibuka pada kuartal pertama, sehingga jumlah toko menjadi 282.
dev	main-news	MSRpar	2012train	0173	4.500	Laporan tersebut juga menyatakan bahwa akan ada 9,3 juta pengunjung ke tempat-tempat menarik tahun ini, naik lagi dari 2,5 juta pengunjung pada tahun 2002.	Akan ada 9,3 juta pengunjung ke hot spot pada tahun 2003, naik dari 2,5 juta pada tahun 2002, kata Gartner.
dev	main-news	MSRpar	2012train	0179	3.000	Keluarga-keluarga yang terjebak di jalan raya tetap berada di dalam mobil mereka, dan menggunakan telepon seluler mereka untuk menelepon ke rumah.	Keluarga-keluarga yang terjebak di jalan raya didesak untuk tetap berada di mobil mereka, dan menggunakan ponsel mereka hanya dalam keadaan darurat.
dev	main-news	MSRpar	2012train	0190	1.750	Untuk seluruh musim, rata-rata kesalahan lintasan perkiraan lima hari adalah 259 mil, kata Franklin.	"Rata-rata kesalahan lintasan selama lima hari (perkiraan) adalah 323 mil laut. 
dev main-news MSRpar 2012train 0197 2.000 Saham Orange melonjak sebanyak 15 persen. Saham France Telecom turun 3,6 persen sementara Orange melonjak 13 persen. 
dev main-news MSRpar 2012train 0199 2.400 Pencarian tiga remaja yang hilang menemukan sedikitnya dua mayat yang terkubur di bawah beton yang baru dituang di ruang bawah tanah sebuah rumah, kata pihak berwenang pada hari Rabu. Pihak berwenang melakukan otopsi pada hari Kamis terhadap satu dari tiga mayat yang ditemukan dari bawah lapisan beton yang baru dituang di ruang bawah tanah sebuah rumah di Indiana barat laut. 
dev main-news MSRpar 2012train 0201 4.800 Pembuat peralatan telekomunikasi yang terkepung Lucent Technologies sedang diselidiki oleh dua lembaga federal atas kemungkinan pelanggaran undang-undang suap AS dalam operasinya di Arab Saudi. Dua badan federal sedang menyelidiki pembuat peralatan telekomunikasi Lucent Technologies atas kemungkinan pelanggaran undang-undang penyuapan AS dalam operasinya di Arab Saudi. 
dev main-news MSRpar 2012train 0209 4.000 Ia menuduh Red Hat dan Free Software Foundation mencoba merusak undang-undang hak cipta dan paten AS. Dalam suratnya, McBride menuduh Free Software Foundation dan Red Hat mencoba merusak undang-undang hak cipta AS. 
dev main-news MSRpar 2012train 0211 4.000 Polisi kemudian memanggil regu penjinak bom, tetapi alat itu meledak, menewaskan Wells, sebelum teknisi bom tiba. Sambil menunggu regu penjinak bom tiba, bom itu meledak, menewaskan Wells. 
dev main-news MSRpar 2012train 0216 4.400 Pada 12 bulan masih ada perbedaan fungsi, meskipun tidak signifikan. Pada 12 bulan, masih ada perbedaan antara kelompok, tetapi tidak dianggap signifikan. dev main-news MSRpar 2012train 0218 4.200 Sepertinya semua isu yang kami dukung, tidak didukungnya,"" kata Gabriela Lemus dari LULAC."
dev	main-news	MSRpar	2012train	0219	3.600	Polusi yang dihasilkan kota, dan khususnya ozon, berdampak lebih buruk pada pepohonan di pedesaan, kata Jillian Gregg, ahli ekologi dari Cornell University.	Saya tahu ini terdengar berlawanan dengan intuisi, tetapi ini benar: Polusi yang terjadi di perkotaan -- dan khususnya ozon -- lebih berdampak buruk pada pohon-pohon di pedesaan, kata ahli ekologi AS Jillian Gregg.
dev	main-news	MSRpar	2012train	0225	2.500	Indeks Standard & Poor's 500 tergelincir 4,77, atau 0,5 persen, menjadi 929,62.	Indeks Standard & Poor's 500 .SPX turun 0,17 poin, atau hanya 0,02 persen, menjadi 934.
dev	main-news	MSRpar	2012train	0228	1.500	Dow Jones Industrial Average turun 0,7 persen menjadi 9.547,43 sedangkan S&P 500 melemah 0,8 persen menjadi 1.025,79.	Rata-rata industri Dow Jones <.DJI> turun 44 poin atau 0,46 persen menjadi 9.568.
dev	main-news	MSRpar	2012train	0231	5.000	Kami berharap semua pihak terus melakukan upaya dan melanjutkan proses dialog, kata Kementerian Luar Negeri Tiongkok dalam pernyataannya.	"Kementerian Luar Negeri Tiongkok mengatakan: ""Kami berharap semua pihak akan terus melakukan upaya dan melanjutkan proses dialog."""
dev	main-news	MSRpar	2012train	0232	3.750	Pejabat sekolah mengatakan Van-Vliet melaporkan kecelakaan itu melalui radio bus.	Van-Vliet, yang juga terluka, melaporkan kecelakaan itu melalui radio bus sekolah.
dev	main-news	MSRpar	2012train	0236	1.750	Rektor Dewan Robert Bennett menolak mengomentari masalah personalia pada hari Selasa.	Tn. Mills menolak berkomentar kemarin, dengan mengatakan bahwa ia tidak pernah membahas masalah personal.
dev	main-news	MSRpar	2012train	0243	4.400	Mantan pimpinannya, Mickey Robinson, dipecat karena alasan tertentu ketika dia mengundurkan diri pada bulan September, kata perusahaan itu.	Kepala Eksekutif Mickey Robinson dipecat karena suatu alasan pada bulan September, kata perusahaan itu bulan lalu.
dev	main-news	MSRpar	2012train	0252	3.000	Polisi yakin Wilson menembak kepala Reynolds, lalu ibunya, sebelum menembak dirinya sendiri secara fatal.	Polisi yakin Wilson kemudian menembak kepala Jennie Mae Robinson sebelum menembak dirinya sendiri.
dev	main-news	MSRpar	2012train	0258	3.800	Menurut sumber keamanan, Komisaris Polisi Metropolitan London John Stevens menempatkan pasukannya pada status siaga tertinggi minggu lalu setelah peringatan tersebut.	Telegraph dapat mengungkapkan bahwa Sir John Stevens, Komisaris Polisi Metropolitan, menempatkan pasukannya pada siaga tertinggi minggu lalu.
dev	main-news	MSRpar	2012train	0268	3.250	Saudara laki-laki Bulger sekarang masuk dalam daftar 10 Orang Paling Dicari, dicari sehubungan dengan 21 pembunuhan.	"Saudara Bulger, mantan informan FBI, kini masuk dalam daftar ""10 Orang Paling Dicari"" lembaga penegak hukum tersebut."
dev	main-news	MSRpar	2012train	0277	2.750	Mahkamah Agung Florida telah dua kali menolak mendengarkan kasus tersebut.	Pada hari Selasa, pengadilan banding Florida kembali menolak untuk memblokir pelepasan tabung tersebut.
